Acronyme,Nomdelorganisation,Typedorganisation,adm1code,adm2code,date,Secteur
HEKS/EPER,FONDATION D'ENTRAIDE PROTESTANTE SUISSE,ONG Internationale,HT08,HT0832,11may2023,Sécurité Alimentaire
CECI,CENTRE D'ÉTUDE ET DE COOPÉRATION INTERNATIONALE,ONG Internationale,HT08,HT0815,01jun2024,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT04,HT0413,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT06,HT0642,11may2023,Sécurité Alimentaire
FAES,Fonds d'assistance économique et sociale,Gouvernement,HT06,HT0631,01feb2025,Sécurité Alimentaire
AAH,ACTIONAID HAITI,ONG Internationale,HT01,HT0122,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT06,HT0613,24jun2022,Sécurité Alimentaire
PADF,PAN AMERICAN DEVELOPMENT FOUNDATION,ONG Internationale,HT07,HT0731,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT02,HT0232,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT09,HT0921,11may2023,Sécurité Alimentaire
ALIANZA,ALIANZA POR LA SOLIDARIDAD,ONG Internationale,HT07,HT0714,24jun2022,Sécurité Alimentaire
DKH,DIAKONIE KATSTROPHENHILFE,ONG Internationale,HT01,HT0122,11may2023,Sécurité Alimentaire
PESADEV,PERSPECTIVES POUR LA SANTÉ ET LE DÉVELOPPEMENT,ONG Nationale,HT01,HT0114,24jun2022,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT03,HT0344,24jun2022,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT03,HT0352,01sep2020,Sécurité Alimentaire
AVSI,ASSOCIATION VOLONTAIRES POUR LE SERVICE INTERNATIONAL,ONG Internationale,HT07,HT0714,11may2023,Sécurité Alimentaire
SIKSE,Société d'Information en Communication Sociale et Économique,ONG Nationale,HT03,HT0323,01feb2024,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT05,HT0532,11may2023,Sécurité Alimentaire
ICDH,INITIATIVE CITOYENNE POUR LES DROITS DE L'HOMME,ONG Nationale,HT08,HT0811,01sep2020,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT08,HT0813,01feb2024,Sécurité Alimentaire
AVSI,Fondation Avsi,ONG Internationale,HT03,HT0323,10jul2019,Sécurité Alimentaire
ADDAC,ALTERNATIVES POUR LE DÉVELOPPEMENT DURABLE ET D’ACTION COMMUNAUTAIRE,ONG Nationale,HT01,HT0118,24jun2022,Sécurité Alimentaire
FAO,ORGANISATION DES NATIONS UNIES POUR L'ALIMENTATION ET L'AGRICULTURE,Nations Unies,HT04,HT0421,01jun2024,Sécurité Alimentaire
PAM,Programme alimentaire mondial,Nations Unies,HT05,HT0512,10jul2019,Sécurité Alimentaire
WHH,WHELTHUNGERHILFE,ONG Internationale,HT04,HT0412,01sep2020,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT01,HT0115,01sep2020,Sécurité Alimentaire
IFAD / FIDA,FONDS INTERNATIONAL DE DÉVELOPPEMENT AGRICOLE,Nations Unies,HT01,HT0123,24jun2022,Sécurité Alimentaire
IFAD / FIDA,FONDS INTERNATIONAL DE DÉVELOPPEMENT AGRICOLE,Nations Unies,HT06,HT0621,24jun2022,Sécurité Alimentaire
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT07,HT0715,01sep2020,Sécurité Alimentaire
ICDH,INITIATIVE CITOYENNE POUR LES DROITS DE L'HOMME,ONG Nationale,HT08,HT0833,24jun2022,Sécurité Alimentaire
PADF,PAN AMERICAN DEVELOPMENT FOUNDATION,ONG Internationale,HT08,HT0822,11may2023,Sécurité Alimentaire
PAM,Programme alimentaire mondial,Nations Unies,HT05,HT0511,10jul2019,Sécurité Alimentaire
CECI,CENTRE D'ÉTUDE ET DE COOPÉRATION INTERNATIONALE,ONG Internationale,HT08,HT0822,01jun2024,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT08,HT0814,01jun2024,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT10,HT1012,01feb2024,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT07,HT0712,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT03,HT0313,24jun2022,Sécurité Alimentaire
DKH,DIAKONIE KATASTROPHENHILFE,ONG Internationale,HT01,HT0122,24jun2022,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT02,HT0211,11may2023,Sécurité Alimentaire
CECI,CENTRE D'ETUDE ET COOPÉRATION INTERNATIONALE,ONG Internationale,HT04,HT0443,11may2023,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT01,HT0111,01feb2025,Sécurité Alimentaire
POLIMED,PLATEFORME DES ORGANISATIONS LOCALES ET INTERNATIONALES POUR UN MONDE ÉQUITABLE ET DROIT,ONG Internationale,HT01,HT0152,01sep2020,Sécurité Alimentaire
CSM,Chapelle Sainte Marie,ONG Nationale,HT01,HT0117,01jun2024,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT08,HT0832,24jun2022,Sécurité Alimentaire
CECI,Centre d'Etude et de Coopération Internationale,ONG Internationale,HT07,HT0712,10jul2019,Sécurité Alimentaire
AIDES,AIDES,ONG Nationale,HT05,HT0543,01feb2025,Sécurité Alimentaire
FAES,Fonds d'assistance économique et sociale,Gouvernement,HT09,HT0931,01jun2024,Sécurité Alimentaire
CIT,CARITAS ITALIAN,ONG Internationale,HT06,HT0621,01sep2020,Sécurité Alimentaire
CRE,CROIX ROUGE ESPAGNOLE,Mouvement Croix-Rouge,HT07,HT0711,11may2023,Sécurité Alimentaire
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT08,HT0823,01sep2020,Sécurité Alimentaire
CECI,Centre d'Étude et de Coopération Internationale,ONG Internationale,HT08,HT0821,01feb2024,Sécurité Alimentaire
FOME,Fondation Mission de l'Espoir,ONG Internationale,HT06,HT0622,01sep2024,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT07,HT0742,01sep2020,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT07,HT0741,24jun2022,Sécurité Alimentaire
ASB,ARBEITER-SAMARITER-BUND DEUTSCHLAND E.V. (ASB),ONG Internationale,HT07,HT0732,11may2023,Sécurité Alimentaire
PADF,PAN AMERICAN DEVELOPMENT FOUNDATION,ONG Internationale,HT07,HT0751,11may2023,Sécurité Alimentaire
GRET,GROUPE DE RECHERCHE ET D' ECHANGE TECHNOLOGIQUE,ONG Internationale,HT09,HT0911,11may2023,Sécurité Alimentaire
FONKOZE,FONDASYON KOLE ZEPOL,ONG Nationale,HT07,HT0711,01sep2020,Sécurité Alimentaire
SI,SOLIDARITÉS INTERNATIONAL,ONG Internationale,HT01,HT0121,01sep2020,Sécurité Alimentaire
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT08,HT0831,01sep2020,Sécurité Alimentaire
MOH,Mission of Hope,ONG Internationale,HT10,HT1011,10jul2019,Sécurité Alimentaire
WHH,WELTHUNGERHILFE/AGRO ACTION ALLEMANDE,ONG Internationale,HT09,HT0933,11may2023,Sécurité Alimentaire
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT01,HT0115,01sep2020,Sécurité Alimentaire
STARFYSH,STARFYSH,ONG Nationale,HT06,HT0633,11may2023,Sécurité Alimentaire
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT04,HT0413,01sep2020,Sécurité Alimentaire
HEKS/EPER,FONDATION D'ENTRAIDE PROTESTANTE SUISSE,ONG Internationale,HT08,HT0811,11may2023,Sécurité Alimentaire
ITECA,INSTITUT DE TECHNOLOGIE ET D'ANIMATION,ONG Nationale,HT05,HT0531,24jun2022,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT05,HT0551,01feb2024,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT07,HT0715,24jun2022,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT10,HT1031,11may2023,Sécurité Alimentaire
ACTED,ACTED,ONG Internationale,HT08,HT0834,11may2023,Sécurité Alimentaire
DKH,DIAKONIE KATSTROPHENHILFE,ONG Internationale,HT02,HT0221,11may2023,Sécurité Alimentaire
OIH,ORPHANS INTERNATIONAL HELPLINE,ONG Internationale,HT09,HT0934,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT08,HT0815,11may2023,Sécurité Alimentaire
AFD,AGENCE FRANÇAISE DE DÉVELOPPEMENT,Coopération Internationale,HT07,HT0711,11may2023,Sécurité Alimentaire
FAO,ORGANISATION DES NATIONS UNIES POUR L'ALIMENTATION ET L'AGRICULTURE,Nations Unies,HT04,HT0413,24jun2022,Sécurité Alimentaire
ICDH,INITIATIVE CITOYENNE POUR LES DROITS DE L'HOMME,ONG Nationale,HT07,HT0711,24jun2022,Sécurité Alimentaire
ITECA,INSTITUT DE TECHNOLOGIE ET D'ANIMATION,ONG Nationale,HT06,HT0632,01sep2020,Sécurité Alimentaire
PADF,PAN AMERICAN DEVELOPMENT FOUNDATION,ONG Internationale,HT07,HT0712,01sep2020,Sécurité Alimentaire
FAO,Organisation des Nations Unies pour l'alimentation et l'agriculture,Nations Unies,HT04,HT0412,10jul2019,Sécurité Alimentaire
CRNL,Croix-Rouge Néerlandaise,Mouvement Croix-Rouge,HT02,HT0212,01sep2024,Sécurité Alimentaire
ICDH,INITIATIVE CITOYENNE POUR LES DROITS DE L'HOMME,ONG Nationale,HT01,HT0111,24jun2022,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT04,HT0433,11may2023,Sécurité Alimentaire
HEKS/EPER,FONDATION D'ENTRAIDE PROTESTANTE SUISSE,ONG Internationale,HT08,HT0822,11may2023,Sécurité Alimentaire
MC,MERCY CORPS,ONG Internationale,HT10,HT1012,24jun2022,Sécurité Alimentaire
ITECA,INSTITUT DE TECHNOLOGIE ET D'ANIMATION,ONG Nationale,HT07,HT0742,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT10,HT1014,11may2023,Sécurité Alimentaire
CRNL,CROIX-ROUGE NÉERLANDAISE,Mouvement Croix-Rouge,HT07,HT0721,01sep2020,Sécurité Alimentaire
PNUE,PROGRAMME DES NATIONS-UNIES POUR L'ENVIRONNEMENT,Nations Unies,HT07,HT0742,01sep2020,Sécurité Alimentaire
HEKS/EPER,FONDATION D'ENTRAIDE PROTESTANTE SUISSE,ONG Internationale,HT08,HT0831,11may2023,Sécurité Alimentaire
HEKS/EPER,ENTRAIDE PROTESTANTE SUISSE,ONG Internationale,HT08,HT0822,24jun2022,Sécurité Alimentaire
HEKS/EPER,FONDATION D'ENTRAIDE PROTESTANTE SUISSE,ONG Internationale,HT08,HT0832,11may2023,Sécurité Alimentaire
CONCERN,CONCERN WORLDWIDE,ONG Internationale,HT01,HT0112,11may2023,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT07,HT0715,01feb2024,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT02,HT0212,01sep2020,Sécurité Alimentaire
ACTED,AGENCE D'AIDE À LA COOPÉRATION TECHNIQUE ET AU DÉVELOPPEMENT,ONG Internationale,HT06,HT0623,01sep2020,Sécurité Alimentaire
A.FA.LI,ASOSYASYON FANM LIMYE,ONG Nationale,HT10,HT1014,11may2023,Sécurité Alimentaire
GRADEH,GRADEH,ONG Nationale,HT07,HT0741,01jun2024,Sécurité Alimentaire
GIRADEL,"GROUPE POUR L’INCLUSION, LA RECHERCHE ET L’APPUI AU DÉVELOPPEMENT D’HAÏTI",ONG Nationale,HT01,HT0118,01jun2024,Sécurité Alimentaire
WWG,We World Gvc ,ONG Internationale,HT07,HT0712,01feb2024,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT08,HT0831,01jun2024,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT08,HT0811,01sep2020,Sécurité Alimentaire
BCDC,BERACA COMMUNITY DEVELOPMENT CORPORATION,ONG Nationale,HT01,HT0116,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT09,HT0931,01jun2024,Sécurité Alimentaire
FAO,FOOD AND AGRICULTURE ORGANISATION,Nations Unies,HT08,HT0822,01sep2020,Sécurité Alimentaire
OIH,ORPHANS INTERNATIONAL HELPLINE,ONG Internationale,HT09,HT0912,01sep2020,Sécurité Alimentaire
CECI,Centre d'Etude et de Coopération Internationale,ONG Internationale,HT06,HT0612,10jul2019,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT08,HT0832,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT03,HT0331,24jun2022,Sécurité Alimentaire
CISV/PMM,CONSORTIUM DES ONG COMUNITA IMPEGNO SERVIZIO VOLONTARIATO E PROGETTOMONDO.MLAL HAITI,ONG Internationale,HT05,HT0531,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT06,HT0612,11may2023,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT08,HT0821,01sep2020,Sécurité Alimentaire
ACF,Action Contre La Faim,ONG Internationale,HT05,HT0521,10jul2019,Sécurité Alimentaire
ALIANZA,ALIANZA POR LA SOLIDARIDAD,ONG Internationale,HT02,HT0234,24jun2022,Sécurité Alimentaire
SI,SOLIDARITÉS INTERNATIONAL,ONG Internationale,HT02,HT0234,01sep2020,Sécurité Alimentaire
WVI,WORLD VISION INTERNATIONAL,ONG Internationale,HT06,HT0641,01jun2024,Sécurité Alimentaire
TF,TEARFUND,ONG Internationale,HT10,HT1013,01sep2020,Sécurité Alimentaire
DKH/FLM/NCA,DIAKONIE KATASTROPHENHILFE/ FÉDÉRATION LUTHÉRIENNE MONDIALE / NORWEGIAN CHURCH AID,ONG Internationale,HT09,HT0911,01sep2020,Sécurité Alimentaire
FVCB,FONDATION VOIX DES COMMUNAUTÉS DE BASE,ONG Nationale,HT02,HT0231,11may2023,Sécurité Alimentaire
PRODEVA,ASSOCIATION HAITIENNE POUR LA PROMOTION D'UN DEVELOPPEMENT AUTONOME,ONG Nationale,HT05,HT0512,11may2023,Sécurité Alimentaire
PESADEV,PERSPECTIVES POUR LA SANTÉ ET LE DÉVELOPPEMENT,ONG Nationale,HT08,HT0811,24jun2022,Sécurité Alimentaire
ACF,Action Contre La Faim,ONG Internationale,HT09,HT0931,10jul2019,Sécurité Alimentaire
HI,Humanité & Inclusion,ONG Internationale,HT01,HT0112,01feb2024,Sécurité Alimentaire
CHES,CENTRE HAITIEN D'ENCADREMENT ET DE SOLIDARITÉ,Société Civile,HT01,HT0115,24jun2022,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT05,HT0551,01sep2024,Sécurité Alimentaire
VIVA RIO,Viva Rio Haiti,ONG Nationale,HT01,HT0111,01feb2024,Sécurité Alimentaire
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT10,HT1031,01sep2020,Sécurité Alimentaire
FAES,Fonds d'assistance économique et sociale,Gouvernement,HT06,HT0632,01feb2025,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT08,HT0833,01sep2024,Sécurité Alimentaire
MERCY CORPS,MERCY CORPS,ONG Internationale,HT01,HT0131,01sep2020,Sécurité Alimentaire
BCDC,BERACA COMMUNITY DEVELOPMENT CORPORATION,ONG Nationale,HT02,HT0213,11may2023,Sécurité Alimentaire
CAPAC,CENTRE D'ANIMATION PAYSANNE ET D'ACTION COMMUNAUTAIRE,ONG Nationale,HT05,HT0522,24jun2022,Sécurité Alimentaire
FAO,ORGANISATION DES NATIONS UNIES POUR L'ALIMENTATION ET L'AGRICULTURE,Nations Unies,HT08,HT0831,24jun2022,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT01,HT0122,24jun2022,Sécurité Alimentaire
WVI-H,WORLD VISION INTERNATIONAL-HAITI,ONG Internationale,HT06,HT0642,01sep2020,Sécurité Alimentaire
ASA,ACTION SECOURS AMBULANCE,ONG Nationale,HT10,HT1031,01sep2020,Sécurité Alimentaire
FAO,FOOD AND AGRICULTURE ORGANISATION,Nations Unies,HT03,HT0345,01sep2020,Sécurité Alimentaire
CRS,Catholic Relief Services,ONG Internationale,HT04,HT0411,01feb2025,Sécurité Alimentaire
CECI,CENTRE D'ÉTUDE ET DE COOPÉRATION INTERNATIONALE,ONG Internationale,HT04,HT0413,24jun2022,Sécurité Alimentaire
ACF*,ACTION CONTRE LA FIN,ONG Internationale,HT05,HT0542,11may2023,Sécurité Alimentaire
ASB,ARBEITER-SAMARITER-BUND DEUTSCHLAND E.V. (ASB),ONG Internationale,HT01,HT0122,11may2023,Sécurité Alimentaire
CISV/PMM,CONSORTIUM DES ONG COMUNITA IMPEGNO SERVIZIO VOLONTARIATO E PROGETTOMONDO.MLAL HAITI,ONG Internationale,HT05,HT0543,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT08,HT0815,24jun2022,Sécurité Alimentaire
ADDAC,ALTERNATIVES POUR LE DÉVELOPPEMENT DURABLE ET D’ACTION COMMUNAUTAIRE,ONG Nationale,HT01,HT0131,24jun2022,Sécurité Alimentaire
AMURT,Ananda Marga Universal Relief Team,ONG Nationale,HT07,HT0741,01feb2024,Sécurité Alimentaire
WRC,WORLD RELIEF CORPORATION,ONG Internationale,HT02,HT0233,24jun2022,Sécurité Alimentaire
AHAAMES ,"Association Haitienne d’Assistance Agricole, Medicale, Educative et Sociale",ONG Nationale,HT10,HT1031,01sep2024,Sécurité Alimentaire
KNH-H,KINDERNOTHILFE-HAITI,ONG Internationale,HT03,HT0361,11may2023,Sécurité Alimentaire
GOAL,GOAL,ONG Internationale,HT01,HT0111,11may2023,Sécurité Alimentaire
HLD,HAÏTI EN LUTTE POUR LE DÉVELOPPEMENT,Société Civile,HT01,HT0152,01sep2020,Sécurité Alimentaire
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT07,HT0741,01sep2020,Sécurité Alimentaire
CRS,Catholic Relief Services,ONG Internationale,HT04,HT0441,01feb2025,Sécurité Alimentaire
ACTED,Agence d'Aide à la coopération technique et au développement,ONG Internationale,HT07,HT0715,10jul2019,Sécurité Alimentaire
APRONHA,ASSOCIATION DES PROGRESSISTES POUR UNE NOUVELLE HAÏTI,ONG Nationale,HT09,HT0921,11may2023,Sécurité Alimentaire
FOME,Fondation Mission de l'Espoir,ONG Internationale,HT06,HT0611,01feb2024,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT05,HT0512,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT07,HT0752,11may2023,Sécurité Alimentaire
CECI,Centre d'Etude et de Coopération Internationale,ONG Internationale,HT05,HT0543,10jul2019,Sécurité Alimentaire
WVI-H,WORLD VISION INTERNATIONAL-HAITI,ONG Internationale,HT03,HT0313,01sep2020,Sécurité Alimentaire
FNJD,FEDERATION NATIONALE DE LA JEUNESSE POUR LE DEVELOPPEMENT,ONG Nationale,HT08,HT0813,01sep2020,Sécurité Alimentaire
ADRA,ADVENTIST DEVELOPMENT AND RELIEF AGENCY,ONG Internationale,HT10,HT1022,24jun2022,Sécurité Alimentaire
FAO,ORGANISATION DES NATIONS UNIES POUR L'ALIMENTATION ET L'AGRICULTURE,Nations Unies,HT01,HT0118,24jun2022,Sécurité Alimentaire
ID,INITIATIVE DÉVELOPPEMENT,ONG Internationale,HT09,HT0932,11may2023,Sécurité Alimentaire
SCI,Save The Children International,ONG Internationale,HT08,HT0833,01feb2024,Sécurité Alimentaire
PADF,PAN AMERICAN DEVELOPMENT FOUNDATION,ONG Internationale,HT04,HT0434,11may2023,Sécurité Alimentaire
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT04,HT0434,01sep2020,Sécurité Alimentaire
ACTED,ACTED,ONG Internationale,HT08,HT0832,11may2023,Sécurité Alimentaire
AA,ActionAid,ONG Internationale,HT06,HT0611,10jul2019,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT09,HT0934,11may2023,Sécurité Alimentaire
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT09,HT0921,01sep2020,Sécurité Alimentaire
ESI,EARTHSPARK INTERNATIONAL,ONG Internationale,HT07,HT0752,24jun2022,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT08,HT0831,11may2023,Sécurité Alimentaire
CEHPAPE,CENTRE HAITIEN POUR LA PROMOTION DE L'AGRICULTURE ET LA PROTECTION DEL'ENVIRONNEMENT,ONG Nationale,HT06,HT0632,24jun2022,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT10,HT1024,11may2023,Sécurité Alimentaire
GRET,GROUPE DE RECHERCHE ET D'ECHANGES TECHNOLOGIQUES,ONG Internationale,HT09,HT0913,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT07,HT0741,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT01,HT0113,01jun2024,Sécurité Alimentaire
FVCB,FONDATION VOIX DES COMMUNAUTÉS DE BASE,ONG Nationale,HT10,HT1011,11may2023,Sécurité Alimentaire
APRONHA,ASSOCIATION DES PROGRESSISTES POUR UNE NOUVELLE HAÏTI,ONG Nationale,HT01,HT0122,11may2023,Sécurité Alimentaire
WHH,WELTHUNGERHILFE/AGRO ACTION ALLEMANDE,ONG Internationale,HT04,HT0421,11may2023,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT07,HT0714,01sep2020,Sécurité Alimentaire
GIRADEL,"Groupe pour l’Inclusion, la Recherche et l’Appui au Développement d’Haïti",ONG Nationale,HT09,HT0911,01feb2024,Sécurité Alimentaire
MC,MERCY CORPS,ONG Internationale,HT01,HT0112,11may2023,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT01,HT0131,11may2023,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT04,HT0412,01feb2024,Sécurité Alimentaire
CRNL,CROIX ROUGE NEERLANDAISE,Mouvement Croix-Rouge,HT07,HT0752,24jun2022,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT02,HT0213,11may2023,Sécurité Alimentaire
ICKL,INSTITUT CULTUREL KARL LÉVÊQUE,ONG Nationale,HT07,HT0715,24jun2022,Sécurité Alimentaire
SIKSE,Société d'Information en Communication Sociale et Économique,ONG Nationale,HT03,HT0312,01feb2024,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT04,HT0432,24jun2022,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT01,HT0117,01sep2020,Sécurité Alimentaire
ADEMA,ANSANM POU YON DEMEN MIYÒ AN AYITI,ONG Nationale,HT09,HT0932,11may2023,Sécurité Alimentaire
MOCA-HAÏTI,MOTIVATION DES CITOYENS POUR L'AVANCEMENT D'HAÏTI,ONG Nationale,HT07,HT0753,01sep2020,Sécurité Alimentaire
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT10,HT1022,01sep2020,Sécurité Alimentaire
ADEMA,ANSANM POU YON DEMEN MIYÒ AN AYITI,ONG Nationale,HT09,HT0934,11may2023,Sécurité Alimentaire
GOAL,GOAL,ONG Internationale,HT01,HT0111,01sep2020,Sécurité Alimentaire
MOCA-HAÏTI,MOTIVATION DES CITOYENS POUR L'AVANCEMENT D'HAÏTI,ONG Nationale,HT01,HT0117,01sep2020,Sécurité Alimentaire
SI,SOLIDARITÉS INTERNATIONAL,ONG Internationale,HT07,HT0732,01sep2020,Sécurité Alimentaire
MFPEJA,Mouvement des Femmes Progressistes pour l’Encadrement des Jeunes et Adultes ,ONG Nationale,HT05,HT0512,01feb2025,Sécurité Alimentaire
WHH,WHELTHUNGERHILFE,ONG Internationale,HT04,HT0423,01sep2020,Sécurité Alimentaire
MAST,Ministère des Affaires Sociales et du Travail,Gouvernement,HT08,HT0834,01sep2024,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT04,HT0441,01feb2024,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT10,HT1012,01sep2024,Sécurité Alimentaire
HEKS/EPER,ENTRAIDE PROTESTANTE SUISSE,ONG Internationale,HT08,HT0832,24jun2022,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT07,HT0715,24jun2022,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT10,HT1022,01sep2020,Sécurité Alimentaire
BCDC,BERACA COMMUNITY DEVELOPMENT CORPORATION,ONG Nationale,HT07,HT0733,11may2023,Sécurité Alimentaire
CIT,CARITAS ITALIAN,ONG Internationale,HT06,HT0613,01sep2020,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT07,HT0743,11may2023,Sécurité Alimentaire
HI,HUMANITÉ & INCLUSION - HANDICAP INTERNATIONAL,ONG Internationale,HT04,HT0422,24jun2022,Sécurité Alimentaire
FAO,Organisation des Nations Unies pour L'Alimentation et L'Agriculture,Nations Unies,HT07,HT0715,01feb2024,Sécurité Alimentaire
WW-GVC*,WEWORLD GRUPPO DI VOLONTARIATO CIVILE,ONG Internationale,HT05,HT0522,11may2023,Sécurité Alimentaire
TF,TEARFUND,ONG Internationale,HT01,HT0113,01sep2020,Sécurité Alimentaire
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT06,HT0631,01sep2020,Sécurité Alimentaire
CARITAS*,CARITAS*,ONG Internationale,HT05,HT0532,11may2023,Sécurité Alimentaire
PAM,Programme alimentaire mondial,Nations Unies,HT04,HT0433,10jul2019,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT07,HT0742,01sep2020,Sécurité Alimentaire
CRNL,Croix-Rouge Néerlandaise,Mouvement Croix-Rouge,HT02,HT0213,01jun2024,Sécurité Alimentaire
AVSI,ASSOCIATION VOLONTAIRES POUR LE SERVICE INTERNATIONAL,ONG Internationale,HT01,HT0112,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT03,HT0352,11may2023,Sécurité Alimentaire
SI,SOLIDARITÉS INTERNATIONAL,ONG Internationale,HT10,HT1021,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT04,HT0422,11may2023,Sécurité Alimentaire
